Student,Grade,Feedback count,HW6,HW11,First_opened_mean_HW,Online,Preference,Both,Viewed_lecture_1_materials,Viewed_lecture_2_materials,Viewed_lecture_3_materials,Viewed_lecture_4_materials,Viewed_lecture_5_materials,Viewed_lecture_6_materials,Viewed_lecture_7_materials,Viewed_lecture_8_materials,Viewed_lecture_9_materials,Viewed_lecture_10_materials,Viewed_lecture_11_materials,Viewed_lecture_12_materials,Viewed_lecture_13_materials,Viewed_lecture_14_materials,Viewed_lecture_15_materials,Viewed sample solutions of Homework,Viewed past years' exam,Viewed sample solutions,Watched,Total_activity_week_1,Total_activity_week_2,Total_activity_week_3,Total_activity_week_4,Total_activity_week_5,Total_activity_week_6,Total_activity_week_7,Total_activity_week_8,Total_activity_week_9,Total_activity_week_10,Total_activity_week_11,Total_activity_week_12,Total_activity_week_13,Total_activity_week_14,Total_activity_week_15,Total_activity_week_16,Total_activity_week_17,Total_activity_week_18,start_before_HW1,start_before_HW2,start_before_HW3,start_before_HW4,start_before_HW5,start_before_HW6,start_before_HW7,start_before_HW8,start_before_HW9,start_before_HW10,start_before_HW11,start_before_HW12,submit_before_HW1,submit_before_HW2,submit_before_HW3,submit_before_HW4,submit_before_HW5,submit_before_HW6,submit_before_HW7,submit_before_HW8,submit_before_HW9,submit_before_HW10,submit_before_HW11,submit_before_HW12,start_average,submit_average,start_time_HW1,start_time_HW2,start_time_HW3,start_time_HW4,start_time_HW5,start_time_HW6,start_time_HW7,start_time_HW8,start_time_HW9,start_time_HW10,start_time_HW11,start_time_HW12,study_night_final2,study_night_final_retake
A100,3.0,13,4,3,0.0,1,1,2,35,6,6,9,6,11,4,9,9,8,5,5,5,4,2,6,8,19,11,10.0,2.0,0.0,4.0,4.0,3.0,3.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,10.0,74.0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,-1,-1,-1,0,-1,-0.3333333333333333,-0.5,4.494444444444444,5.769722222222224,7.861944444444443,6.836111111111112,9.403888888888888,3.794166666666669,0.09083333333333599,-1.0,-1.0,-1.0,3.0930555555555586,-1.0,1,1
A101,2.0,31,3,10,3.875,6,0,1,23,3,7,7,5,6,2,4,5,4,7,5,2,2,2,0,3,2,1,1.0,2.0,2.0,10.0,12.0,5.0,10.0,3.0,3.0,16.0,0.0,18.0,8.0,17.0,10.0,12.0,16.0,0.0,1,8,0,0,3,3,1,0,0,2,9,4,1,0,0,0,0,0,0,0,0,0,0,2,2.5833333333333335,0.25,25.0,25.0,1.5777777777777757,0.9586111111111109,25.0,25.0,25.0,2.5775000000000006,4.515555555555554,25.0,25.0,25.0,0,0
A102,0.0,12,1,0,0.0,2,1,2,33,12,10,16,6,2,2,4,8,7,9,4,2,1,1,8,3,11,5,2.0,1.0,0.0,9.0,11.0,14.0,5.0,0.0,0.0,2.0,28.0,16.0,23.0,0.0,31.0,0.0,0.0,0.0,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-0.4166666666666667,-0.5833333333333334,9.484722222222222,10.18361111111111,8.37361111111111,8.415833333333333,-1.0,-1.0,8.50527777777778,7.67861111111111,-1.0,8.574722222222222,-1.0,-1.0,0,0
A103,3.0,16,5,4,1.0,4,0,1,26,5,5,4,5,3,6,3,4,3,4,3,4,1,1,19,1,21,0,5.0,1.0,0.0,5.0,9.0,5.0,7.0,0.0,6.0,39.0,0.0,12.0,9.0,4.0,3.0,24.0,2.0,0.0,1,0,1,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0.16666666666666666,0.0,25.0,11.316666666666666,25.0,11.601666666666667,3.3088888888888874,25.0,6.760555555555555,4.553055555555556,3.2113888888888873,1.4472222222222229,2.789999999999999,-1.0,0,0
A104,4.0,11,2,2,5.0,0,1,1,17,8,6,4,3,5,3,5,8,2,2,4,2,2,2,9,3,9,0,4.0,4.0,2.0,3.0,7.0,7.0,9.0,0.0,8.0,14.0,0.0,0.0,0.0,5.0,1.0,39.0,5.0,0.0,5,0,0,0,0,0,-1,-1,0,-1,5,-1,5,0,0,0,0,0,-1,-1,-1,-1,5,-1,0.5,0.4166666666666667,25.0,6.764722222222222,7.509999999999998,5.738333333333333,12.575000000000001,5.919722222222223,-1.0,-1.0,7.161111111111111,-1.0,25.0,-1.0,0,0
A105,0.0,0,0,0,0.0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.9166666666666666,-1.0,-1.0,13.92388888888889,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
A106,3.0,7,2,2,3.0,0,1,1,29,6,2,1,2,1,3,5,8,3,5,7,7,3,2,7,2,7,18,3.0,0.0,6.0,6.0,5.0,6.0,5.0,6.0,3.0,23.0,0.0,9.0,0.0,9.0,23.0,24.0,0.0,0.0,0,0,1,1,-1,0,0,-1,0,0,7,3,0,-1,1,1,-1,0,-1,-1,-1,0,7,-1,0.8333333333333334,0.25,4.898055555555555,5.280833333333334,25.0,25.0,-1.0,9.738055555555556,7.068055555555553,-1.0,4.792222222222222,10.476944444444444,25.0,25.0,0,0
B001,0.0,0,0,0,11.0,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
B002,3.0,33,4,2,5.7272727272727275,0,1,1,36,9,7,6,9,14,10,14,9,7,10,3,2,3,2,1,1,1,0,5.0,3.0,3.0,8.0,5.0,12.0,8.0,11.0,13.0,31.0,2.0,15.0,60.0,8.0,15.0,3.0,0.0,0.0,6,8,9,7,1,0,3,1,4,1,8,15,6,2,6,6,0,0,1,0,-1,-1,8,-1,5.25,2.1666666666666665,25.0,25.0,25.0,25.0,25.0,5.208333333333332,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B003,5.0,24,6,5,4.0,0,1,1,25,6,5,2,1,4,3,3,3,2,4,3,4,4,6,15,1,18,0,3.0,0.0,0.0,4.0,9.0,6.0,6.0,9.0,10.0,9.0,7.0,8.0,5.0,10.0,8.0,11.0,21.0,1.0,3,0,0,0,0,0,7,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1.0,0.4166666666666667,25.0,4.319722222222222,3.365277777777777,2.4499999999999993,1.923333333333332,6.252499999999998,25.0,3.457222222222221,25.0,7.884722222222219,7.34,12.09611111111111,0,0
B004,5.0,49,10,4,7.166666666666667,13,1,5,120,12,11,8,8,9,16,9,15,10,25,19,26,14,6,42,10,52,16,11.0,17.0,4.0,8.0,11.0,31.0,18.0,20.0,11.0,52.0,22.0,37.0,18.0,23.0,50.0,55.0,27.0,23.0,14,14,12,14,12,11,2,9,4,6,9,13,5,4,2,5,4,0,2,0,4,3,6,0,10.0,2.9166666666666665,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B005,6.0,33,8,3,7.1,5,0,3,27,5,4,5,6,7,8,3,4,2,5,3,5,2,4,8,2,12,3,6.0,4.0,1.0,5.0,4.0,6.0,9.0,12.0,11.0,33.0,17.0,3.0,9.0,4.0,10.0,15.0,10.0,1.0,14,8,4,4,3,4,14,7,0,0,6,7,14,0,0,1,0,0,0,0,0,0,0,0,5.916666666666667,1.25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,12.079444444444444,13.634166666666667,25.0,25.0,0,0
B006,6.0,44,7,5,3.75,1,1,1,71,14,11,8,11,12,12,5,11,11,10,10,17,9,3,20,7,27,4,8.0,5.0,9.0,2.0,25.0,8.0,7.0,25.0,14.0,44.0,25.0,18.0,23.0,14.0,19.0,18.0,17.0,24.0,13,6,4,4,1,4,5,2,4,3,3,3,8,1,0,0,0,0,0,0,1,2,0,0,4.333333333333333,1.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B007,3.0,6,2,2,3.9,2,1,2,34,7,8,7,5,7,8,6,9,6,9,7,4,3,0,7,2,7,14,1.0,3.0,2.0,9.0,6.0,11.0,5.0,8.0,27.0,7.0,8.0,20.0,9.0,4.0,9.0,22.0,0.0,0.0,5,5,5,3,4,6,0,1,3,1,6,-1,5,3,5,3,4,5,0,1,3,1,5,-1,3.1666666666666665,2.8333333333333335,25.0,25.0,25.0,25.0,25.0,25.0,15.0625,25.0,25.0,25.0,25.0,-1.0,0,0
B008,5.0,37,6,4,6.333333333333333,0,1,1,66,17,12,9,6,10,12,12,6,7,10,11,10,9,6,14,3,17,18,6.0,6.0,8.0,10.0,11.0,16.0,10.0,9.0,12.0,61.0,15.0,10.0,11.0,14.0,17.0,58.0,13.0,0.0,14,8,6,5,6,5,1,6,4,4,6,11,3,0,0,0,0,0,0,0,0,0,0,-1,6.333333333333333,0.16666666666666666,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B009,3.0,22,2,3,4.4,0,1,1,33,2,1,2,5,2,4,3,7,5,7,5,9,4,2,2,7,11,0,0.0,3.0,1.0,2.0,5.0,5.0,3.0,4.0,3.0,22.0,5.0,10.0,4.0,4.0,19.0,36.0,3.0,24.0,6,0,0,0,0,7,0,3,0,1,5,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,1.75,-0.16666666666666666,25.0,0.3563888888888904,9.556666666666667,6.006666666666664,11.7175,25.0,10.636666666666667,25.0,14.8975,25.0,25.0,-1.0,0,0
B010,5.0,33,11,4,9.777777777777779,0,1,1,15,2,3,0,3,1,0,0,1,2,3,5,1,1,2,11,6,14,34,0.0,0.0,5.0,8.0,16.0,2.0,11.0,12.0,6.0,60.0,6.0,7.0,6.0,2.0,11.0,11.0,2.0,0.0,6,14,13,0,6,9,15,0,7,0,6,13,6,0,13,0,2,-1,0,0,0,0,6,12,7.416666666666667,3.1666666666666665,25.0,25.0,25.0,3.452222222222222,25.0,25.0,25.0,1.2899999999999991,25.0,6.284444444444446,25.0,25.0,0,0
B011,4.0,50,6,4,3.6,0,1,1,9,2,1,2,0,2,2,2,1,0,1,2,1,0,0,29,3,37,5,2.0,3.0,0.0,8.0,2.0,8.0,2.0,9.0,11.0,16.0,4.0,4.0,3.0,3.0,4.0,41.0,56.0,1.0,3,0,0,0,1,1,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,9,1.5,1.0,25.0,1.5413888888888891,5.833333333333332,2.3397222222222247,25.0,25.0,11.118333333333332,1.5711111111111116,2.761944444444442,2.158333333333335,25.0,25.0,0,0
B012,3.0,34,4,2,6.916666666666667,1,0,1,79,16,15,11,17,15,11,12,16,15,14,12,6,7,7,34,11,43,0,6.0,4.0,4.0,12.0,25.0,14.0,9.0,24.0,13.0,72.0,11.0,16.0,12.0,14.0,45.0,56.0,5.0,0.0,7,14,7,7,6,1,14,7,5,7,6,8,1,0,0,2,0,0,0,-1,0,0,0,-1,7.416666666666667,0.08333333333333333,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B013,6.0,15,3,3,9.333333333333334,2,0,1,33,0,1,1,1,0,0,6,8,7,5,8,6,3,1,6,1,6,4,3.0,3.0,4.0,5.0,0.0,10.0,7.0,6.0,1.0,6.0,24.0,8.0,6.0,9.0,17.0,20.0,5.0,0.0,10,11,1,6,11,11,5,8,13,13,11,12,10,11,1,4,1,8,1,0,0,0,5,-1,9.333333333333334,3.3333333333333335,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B014,6.0,17,3,2,5.7272727272727275,0,1,1,41,10,11,10,5,7,13,6,5,4,3,4,10,8,8,1,1,1,34,1.0,13.0,10.0,18.0,6.0,15.0,7.0,16.0,15.0,25.0,9.0,8.0,10.0,6.0,19.0,20.0,1.0,0.0,4,11,1,8,1,8,1,8,0,1,8,12,4,11,1,8,1,8,1,8,0,1,7,12,5.25,5.166666666666667,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,13.6475,25.0,25.0,25.0,0,0
B015,4.0,32,6,4,4.285714285714286,0,1,1,25,5,3,4,6,3,3,7,8,3,2,3,7,6,1,7,0,8,0,2.0,1.0,1.0,2.0,7.0,9.0,3.0,11.0,5.0,24.0,10.0,16.0,7.0,18.0,8.0,13.0,9.0,5.0,1,1,0,0,0,0,5,0,2,2,7,12,1,0,0,-1,0,0,0,0,0,0,0,0,2.5,0.0,25.0,25.0,3.03027777777778,5.391388888888887,19.610833333333332,7.926666666666666,25.0,0.735833333333332,25.0,25.0,25.0,25.0,0,1
B016,3.0,14,9,1,0.0,0,1,1,16,8,8,4,6,5,7,6,8,2,2,1,1,1,1,16,6,30,1,0.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,22.0,62.0,7.0,0.0,3.0,1.0,0.0,0.0,2.0,37.0,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-0.6666666666666666,-0.75,10.065555555555555,11.752777777777778,-1.0,-1.0,-1.0,6.898333333333333,-1.0,-1.0,7.009444444444444,-1.0,-1.0,-1.0,0,0
B017,5.0,12,3,3,4.666666666666667,0,1,1,55,3,3,6,10,11,9,6,10,8,6,9,10,7,5,31,5,32,0,11.0,3.0,1.0,3.0,7.0,10.0,8.0,13.0,9.0,28.0,1.0,0.0,2.0,1.0,59.0,44.0,1.0,0.0,6,3,2,0,0,1,-1,0,-1,0,6,11,0,-1,2,0,0,-1,-1,-1,-1,0,5,-1,2.25,0.08333333333333333,25.0,25.0,25.0,6.726944444444445,6.500833333333333,25.0,-1.0,6.33527777777778,-1.0,10.099722222222223,25.0,25.0,0,0
B018,4.0,16,2,0,7.4,0,1,1,24,8,5,6,6,6,6,4,3,3,3,1,3,1,2,10,1,15,16,8.0,10.0,3.0,11.0,22.0,13.0,7.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,26.0,0.0,39.0,14,13,8,14,1,-1,-1,-1,-1,-1,-1,-1,1,6,0,1,-1,-1,-1,-1,-1,-1,-1,-1,3.5833333333333335,0.0,25.0,25.0,25.0,25.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
B019,2.0,22,3,3,3.5,0,1,1,22,6,5,3,2,6,6,2,10,4,3,2,1,0,1,13,3,17,0,3.0,14.0,0.0,3.0,7.0,13.0,5.0,8.0,15.0,26.0,11.0,8.0,9.0,5.0,6.0,23.0,10.0,10.0,14,0,1,0,2,0,2,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1.75,0.3333333333333333,25.0,4.059444444444445,25.0,13.2425,25.0,9.1425,25.0,25.0,25.0,5.020000000000003,5.738333333333333,12.373888888888889,0,0
B020,2.0,14,4,2,2.5,1,1,2,46,8,8,4,4,4,3,2,9,4,7,8,7,8,6,15,4,27,14,5.0,3.0,0.0,6.0,11.0,8.0,1.0,8.0,5.0,28.0,9.0,8.0,8.0,1.0,4.0,0.0,7.0,44.0,1,1,0,-1,0,1,0,0,7,0,-1,0,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0.6666666666666666,-0.5,25.0,25.0,9.38111111111111,-1.0,10.619444444444444,25.0,4.28361111111111,10.900555555555554,25.0,23.924166666666668,-1.0,13.549722222222224,1,1
B021,1.0,18,4,0,1.5,0,1,1,8,1,5,0,0,2,2,0,0,0,0,0,0,0,0,8,0,8,15,17.0,2.0,0.0,6.0,35.0,9.0,10.0,11.0,8.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,1,0,-1,-1,-1,-1,-1,-1,2,1,0,1,0,0,-1,-1,-1,-1,-1,-1,0.0,-0.16666666666666666,25.0,25.0,4.753888888888888,25.0,25.0,2.96222222222222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
B022,2.0,19,4,1,2.75,0,1,1,41,7,7,4,6,10,11,7,4,4,8,9,7,3,2,1,3,1,1,0.0,5.0,1.0,4.0,8.0,10.0,8.0,19.0,12.0,8.0,0.0,14.0,14.0,7.0,9.0,15.0,2.0,16.0,0,6,0,0,1,1,0,0,0,0,3,-1,0,-1,0,0,0,0,-1,0,0,0,-1,-1,0.8333333333333334,-0.3333333333333333,1.9761111111111127,25.0,4.740277777777777,7.464722222222221,25.0,25.0,8.922222222222222,12.77111111111111,4.157777777777778,2.950555555555553,25.0,-1.0,1,0
B023,3.0,25,5,0,4.545454545454546,8,0,1,21,1,4,5,3,4,4,2,2,4,5,3,1,3,3,8,1,10,1,2.0,1.0,1.0,2.0,14.0,10.0,8.0,8.0,19.0,18.0,5.0,5.0,7.0,10.0,9.0,11.0,4.0,0.0,10,8,6,1,3,4,14,1,1,1,-1,1,1,3,1,1,1,0,1,1,1,1,-1,-1,4.083333333333333,0.75,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,-1.0,25.0,0,0
B024,5.0,46,8,9,4.0,5,1,4,65,8,4,2,5,1,5,5,17,7,6,9,11,12,8,20,3,26,22,11.0,12.0,13.0,12.0,14.0,6.0,9.0,4.0,14.0,25.0,15.0,13.0,15.0,5.0,14.0,37.0,47.0,2.0,7,0,2,5,1,2,2,2,0,2,5,12,2,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,0.16666666666666666,25.0,23.890833333333333,25.0,25.0,25.0,25.0,25.0,25.0,5.654444444444447,25.0,25.0,25.0,0,0
B025,2.0,10,2,1,2.75,0,1,1,18,4,5,2,7,5,2,2,5,3,2,1,2,1,3,8,4,15,0,0.0,3.0,0.0,3.0,4.0,0.0,7.0,8.0,7.0,9.0,0.0,2.0,1.0,1.0,5.0,31.0,1.0,16.0,4,0,-1,2,4,0,1,0,0,-1,-1,-1,4,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0.5833333333333334,-0.25,25.0,12.694444444444443,-1.0,25.0,25.0,8.614444444444445,25.0,8.886111111111111,11.920555555555556,-1.0,-1.0,-1.0,0,0
B026,5.0,30,4,2,2.9,0,1,1,45,6,9,8,4,12,12,6,10,6,13,12,5,2,3,11,3,12,14,1.0,6.0,5.0,12.0,8.0,13.0,7.0,19.0,37.0,15.0,10.0,13.0,8.0,26.0,28.0,30.0,1.0,0.0,11,1,2,3,3,2,1,4,1,1,0,-1,4,0,0,0,0,0,0,1,0,0,-1,-1,2.3333333333333335,0.25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,10.574444444444445,-1.0,0,0
B027,5.0,10,2,2,3.7142857142857144,1,0,1,34,2,6,13,9,10,9,14,8,3,8,2,6,5,6,5,1,5,0,4.0,0.0,0.0,14.0,16.0,8.0,6.0,11.0,12.0,35.0,5.0,8.0,7.0,7.0,9.0,30.0,3.0,0.0,1,3,3,0,0,4,2,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,-1,2.1666666666666665,-0.08333333333333333,25.0,25.0,25.0,3.455277777777777,13.510555555555557,25.0,25.0,2.2300000000000004,2.8922222222222196,2.9150000000000027,25.0,25.0,0,0
B028,3.0,44,4,4,7.0,1,1,2,30,4,2,2,1,1,2,5,3,1,9,6,5,2,1,15,2,16,11,5.0,7.0,3.0,4.0,4.0,3.0,12.0,13.0,21.0,7.0,4.0,6.0,5.0,4.0,50.0,30.0,6.0,0.0,12,8,7,4,8,4,10,1,7,7,10,14,1,0,0,0,0,0,0,0,0,0,3,10,7.666666666666667,1.1666666666666667,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B029,4.0,26,6,6,6.916666666666667,1,1,1,55,3,6,8,5,5,4,11,8,6,10,9,13,7,7,13,10,18,4,2.0,0.0,5.0,24.0,5.0,12.0,3.0,13.0,10.0,21.0,4.0,19.0,7.0,14.0,13.0,24.0,15.0,19.0,12,11,12,7,5,7,2,7,4,7,4,5,11,9,2,4,2,2,1,4,1,2,4,0,6.916666666666667,3.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B030,6.0,24,2,2,3.6,11,0,2,30,5,5,2,2,6,4,1,2,4,5,7,5,4,4,0,0,0,6,1.0,4.0,4.0,2.0,6.0,9.0,7.0,12.0,4.0,12.0,3.0,11.0,13.0,7.0,9.0,22.0,3.0,0.0,7,2,3,5,2,3,0,2,3,4,5,-1,7,2,3,0,0,0,0,0,3,4,1,-1,2.9166666666666665,1.5833333333333333,25.0,25.0,25.0,25.0,25.0,25.0,6.873055555555556,25.0,25.0,25.0,25.0,-1.0,0,0
B031,3.0,39,2,9,6.0,0,1,1,26,10,8,8,5,4,3,6,4,6,7,2,2,1,1,30,4,34,2,2.0,3.0,0.0,6.0,13.0,5.0,3.0,1.0,0.0,33.0,4.0,1.0,0.0,0.0,18.0,44.0,55.0,0.0,0,0,0,0,0,-1,0,-1,-1,-1,6,11,0,0,0,-1,-1,-1,-1,-1,-1,-1,4,0,1.0833333333333333,-0.25,15.229722222222222,11.787500000000001,5.451111111111111,2.7424999999999997,1.8405555555555573,-1.0,3.990277777777777,-1.0,-1.0,-1.0,25.0,25.0,0,0
B032,2.0,26,5,3,6.5,0,1,1,19,4,5,4,4,3,3,4,5,2,5,4,1,3,1,19,7,44,13,0.0,0.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,2.0,0.0,1.0,0.0,8.0,13.0,16.0,9.0,29.0,11,0,0,0,0,0,0,-1,0,-1,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0.8333333333333334,-0.9166666666666666,25.0,1.0569444444444436,12.9675,4.84138888888889,12.390833333333333,2.53361111111111,13.4825,-1.0,14.144166666666667,-1.0,25.0,-1.0,0,0
B033,1.0,34,6,0,0.0,0,1,1,29,6,8,4,7,6,6,10,10,5,6,5,5,1,1,13,2,19,5,0.0,0.0,0.0,7.0,17.0,13.0,9.0,8.0,15.0,13.0,2.0,10.0,2.0,0.0,0.0,3.0,1.0,64.0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-0.3333333333333333,-0.4166666666666667,13.168611111111112,9.528333333333332,10.826666666666668,10.869722222222222,4.244166666666668,6.093611111111112,11.489166666666666,8.619166666666667,-1.0,-1.0,-1.0,-1.0,0,0
B034,4.0,72,6,8,6.666666666666667,14,0,4,13,5,8,6,4,4,3,3,4,1,2,0,5,1,0,1,0,1,13,6.0,7.0,6.0,5.0,14.0,16.0,7.0,19.0,11.0,13.0,10.0,3.0,16.0,12.0,20.0,20.0,11.0,8.0,7,9,7,4,2,0,0,0,4,10,6,11,2,0,0,0,0,0,0,0,0,0,0,0,5.0,0.16666666666666666,25.0,25.0,25.0,25.0,25.0,12.563888888888888,4.894722222222221,23.947222222222223,25.0,25.0,25.0,25.0,0,0
B035,2.0,11,3,2,7.5,1,0,1,42,3,6,6,3,9,3,3,2,4,4,7,12,9,2,3,8,5,8,3.0,4.0,3.0,11.0,27.0,7.0,16.0,11.0,9.0,23.0,12.0,6.0,0.0,10.0,13.0,48.0,6.0,0.0,0,7,7,14,7,1,12,-1,0,0,7,14,0,0,0,0,0,0,0,-1,0,0,4,11,5.666666666666667,1.1666666666666667,8.64,25.0,25.0,25.0,25.0,25.0,25.0,-1.0,4.089166666666667,4.646944444444443,25.0,25.0,0,0
B036,0.0,0,0,0,2.5,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.3333333333333333,-1.0,25.0,5.390277777777776,-1.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
B037,4.0,75,5,4,7.3,0,1,1,51,11,16,11,7,8,11,12,19,9,12,8,8,6,3,9,4,14,3,0.0,9.0,9.0,8.0,19.0,15.0,9.0,13.0,28.0,65.0,12.0,22.0,17.0,18.0,22.0,43.0,11.0,2.0,14,10,13,7,4,5,1,0,0,1,6,12,8,1,0,3,3,1,0,0,0,1,5,11,6.083333333333333,2.75,25.0,25.0,25.0,25.0,25.0,25.0,25.0,11.261944444444445,11.269444444444444,25.0,25.0,25.0,0,0
B038,2.0,4,3,1,0.0,15,0,2,34,1,3,9,6,5,7,3,6,7,9,7,5,3,1,3,4,7,3,4.0,6.0,3.0,5.0,5.0,5.0,0.0,0.0,5.0,30.0,12.0,13.0,2.0,10.0,8.0,1.0,0.0,33.0,0,0,0,-1,-1,0,0,-1,0,0,-1,-1,0,0,0,-1,-1,0,0,-1,0,-1,-1,-1,-0.4166666666666667,-0.5,2.9122222222222227,3.1719444444444456,5.172777777777778,-1.0,-1.0,4.150555555555556,1.597222222222225,-1.0,3.359166666666667,0.2063888888888883,-1.0,-1.0,0,0
B039,6.0,46,9,11,7.25,11,0,2,93,13,8,5,6,18,16,8,12,11,10,19,18,12,10,31,20,44,3,12.0,9.0,4.0,20.0,20.0,8.0,9.0,17.0,33.0,55.0,15.0,14.0,15.0,24.0,39.0,7.0,43.0,48.0,14,4,7,7,4,5,11,4,4,5,9,13,6,1,7,1,1,0,0,1,1,0,6,0,7.25,2.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B040,6.0,89,10,5,13.833333333333334,14,0,3,66,15,8,9,9,9,10,7,7,8,11,14,11,5,4,32,4,36,6,16.0,18.0,9.0,12.0,15.0,12.0,15.0,24.0,42.0,62.0,18.0,22.0,12.0,19.0,33.0,45.0,11.0,5.0,14,15,13,15,14,10,15,14,14,14,11,17,8,4,6,0,0,0,2,5,3,2,6,8,13.833333333333334,3.6666666666666665,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0
B041,1.0,7,2,1,10.5,0,1,1,10,10,7,4,4,1,3,1,5,1,1,1,1,1,1,16,3,28,4,3.0,4.0,4.0,4.0,16.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,1.0,1.0,23.0,18.0,14,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-0.6666666666666666,25.0,7.291666666666668,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0
B042,3.0,25,8,6,10.272727272727273,1,1,2,72,12,11,12,6,4,6,8,12,7,11,15,12,8,6,30,9,32,5,14.0,9.0,7.0,14.0,24.0,15.0,5.0,9.0,9.0,27.0,3.0,19.0,30.0,20.0,27.0,60.0,6.0,1.0,14,14,13,13,12,3,0,7,14,5,7,16,0,0,0,0,0,-1,-1,0,0,0,5,-1,9.833333333333334,0.16666666666666666,25.0,25.0,25.0,25.0,25.0,25.0,12.698888888888888,25.0,25.0,25.0,25.0,25.0,0,0
